ensembl_id	name	chromosome	description	feature_type	strand	start	end
SPNCRNA.1315	SPNCRNA.1315	II	intergenic RNA (predicted) 	ncRNA	-1	141285	142180
SPNCRNA.1316	SPNCRNA.1316	II	intergenic RNA (predicted) 	ncRNA	-1	145701	148807
SPNCRNA.1317	mal1-antisense-1	II	antisense RNA (predicted) 	ncRNA	-1	154152	154516
SPNCRNA.1318	SPNCRNA.1318	II	antisense RNA (predicted) 	ncRNA	-1	154521	156642
SPNCRNA.1319	SPNCRNA.1319	II	antisense RNA (predicted) 	ncRNA	-1	157362	158316
SPNCRNA.132	tos3	III	antisense RNA (predicted) 	ncRNA	1	1546777	1547989
SPNCRNA.1320	fmd2-antisense-1	II	antisense RNA (predicted) 	ncRNA	-1	172716	174355
SPNCRNA.1321	zas1-antisense-1	II	antisense RNA (predicted) 	ncRNA	1	177551	178869
SPNCRNA.1322	SPBC1198.05-antisense-1	II	antisense RNA (predicted) 	ncRNA	-1	181431	182194
SPNCRNA.1323	SPBC1198.07c-antisense-1	II	antisense RNA (predicted) 	ncRNA	1	185042	186959
SPNCRNA.1324	fbp1-antisense-1	II	antisense RNA (predicted) 	ncRNA	1	197369	200995
SPNCRNA.1325	SPNCRNA.1325	II	intergenic RNA (predicted), possible alternative UTR 	ncRNA	-1	199409	200559
SPNCRNA.1326	SPNCRNA.1326	II	intergenic RNA (predicted) 	ncRNA	-1	201348	201812
SPNCRNA.1327	SPNCRNA.1327	II	intergenic RNA (predicted) 	ncRNA	-1	205583	206910
SPNCRNA.1328	SPBC660.08-antisense-1	II	antisense RNA (predicted) 	ncRNA	-1	210126	211344
SPNCRNA.1329	SPNCRNA.1329	II	intergenic RNA (predicted) 	ncRNA	1	217881	218882
SPNCRNA.133	SPNCRNA.133	II	non-coding RNA (predicted) 	ncRNA	1	527043	528366
SPNCRNA.1330	SPNCRNA.1330	II	intergenic RNA (predicted) 	ncRNA	-1	227193	227448
SPNCRNA.1331	clr3-antisense-1	II	antisense RNA (predicted) 	ncRNA	-1	254617	257138
SPNCRNA.1332	brx1-antisense-1	II	antisense RNA (predicted), possible alternative UTR 	ncRNA	-1	262125	263868
SPNCRNA.1333	SPNCRNA.1333	II	intergenic RNA (predicted) 	ncRNA	1	274712	275245
SPNCRNA.1334	SPNCRNA.1334	II	intergenic RNA (predicted) 	ncRNA	-1	275118	275866
SPNCRNA.1335	SPBC800.12c-antisense-1	II	antisense RNA (predicted) 	ncRNA	1	278235	279160
SPNCRNA.1336	SPNCRNA.1336	II	intergenic RNA (predicted) 	ncRNA	1	294730	296112
SPNCRNA.1337	omh4-antisense-1	II	antisense RNA (predicted) 	ncRNA	1	297389	299135
SPNCRNA.1338	SPBC1773.12-antisense-1	II	antisense RNA (predicted) 	ncRNA	-1	307042	309627
SPNCRNA.1339	SPNCRNA.1339	II	intergenic RNA (predicted) 	ncRNA	1	329976	330635
SPNCRNA.134	SPNCRNA.134	II	non-coding RNA (predicted) 	ncRNA	-1	527680	528304
SPNCRNA.1340	SPNCRNA.1340	II	intergenic RNA (predicted), possible alternative UTR 	ncRNA	1	332494	333584
SPNCRNA.1342	SPNCRNA.1342	II	intergenic RNA (predicted) 	ncRNA	1	340209	340750
SPNCRNA.1343	SPNCRNA.1343	II	intergenic RNA (predicted) 	ncRNA	1	354031	355573
SPNCRNA.1344	SPBC1271.08c-antisense-1	II	antisense RNA (predicted) 	ncRNA	-1	355997	357265
SPNCRNA.1345	SPBC1271.07c-antisense-1	II	antisense RNA (predicted) 	ncRNA	-1	358510	359373
SPNCRNA.1346	SPNCRNA.1346	II	intergenic RNA (predicted) 	ncRNA	-1	359391	359866
SPNCRNA.1348	SPNCRNA.1348	II	intergenic RNA (predicted) 	ncRNA	1	361402	362298
SPNCRNA.1349	stt3-antisense-1	II	antisense RNA (predicted), possible alternative UTR 	ncRNA	1	370395	371030
SPNCRNA.135	SPNCRNA.135	II	non-coding RNA (predicted) 	ncRNA	1	2529699	2530876
SPNCRNA.1350	SPNCRNA.1350	II	intergenic RNA (predicted), possible alternative UTR 	ncRNA	-1	376976	378395
SPNCRNA.1351	mug2-antisense-1	II	antisense RNA (predicted) 	ncRNA	1	387803	388988
SPNCRNA.1352	SPNCRNA.1352	II	intergenic RNA (predicted) 	ncRNA	1	388954	390296
SPNCRNA.1353	SPBC106.12c-antisense-1	II	antisense RNA (predicted) 	ncRNA	1	400819	401999
SPNCRNA.1354	sda1-antisense-1	II	antisense RNA (predicted) 	ncRNA	1	404224	406445
SPNCRNA.1355	SPNCRNA.1355	II	intergenic RNA (predicted), possible alternative UTR 	ncRNA	-1	412735	413409
SPNCRNA.1356	mcp6-antisense-1	II	antisense RNA (predicted) 	ncRNA	1	428944	430390
SPNCRNA.1357	SPNCRNA.1357	II	antisense RNA (predicted) 	ncRNA	1	437846	439998
SPNCRNA.1358	SPNCRNA.1358	II	intergenic RNA (predicted) 	ncRNA	1	443757	445437
SPNCRNA.1359	SPNCRNA.1359	II	intergenic RNA (predicted), possible alternative UTR 	ncRNA	-1	443917	444828
SPNCRNA.136	SPNCRNA.136	I	non-coding RNA (predicted) 	ncRNA	1	40795	41489
SPNCRNA.1360	SPNCRNA.1360	II	intergenic RNA (predicted) 	ncRNA	1	450808	451618
SPNCRNA.1361	SPNCRNA.1361	II	intergenic RNA (predicted) 	ncRNA	1	458872	460189
SPNCRNA.1362	SPBC428.10-antisense-1	II	antisense RNA (predicted) 	ncRNA	-1	458982	461993
SPNCRNA.1363	SPBC428.15-antisense-1	II	antisense RNA (predicted) 	ncRNA	-1	472031	473716
SPNCRNA.1364	SPNCRNA.1364	II	intergenic RNA (predicted) 	ncRNA	-1	503961	505097
SPNCRNA.1365	SPNCRNA.1365	II	intergenic RNA (predicted) 	ncRNA	-1	513254	514175
SPNCRNA.1366	SPNCRNA.1366	II	intergenic RNA (predicted) 	ncRNA	-1	520406	522725
SPNCRNA.1367	SPBC1685.12c-antisense-1	II	antisense RNA (predicted), possible alternative UTR 	ncRNA	1	523271	525609
SPNCRNA.1368	rhp14-antisense-1	II	antisense RNA (predicted) 	ncRNA	-1	536739	539154
SPNCRNA.1369	SPNCRNA.1369	II	intergenic RNA (predicted), possible alternative UTR 	ncRNA	-1	546996	548377
SPNCRNA.137	SPNCRNA.137	I	non-coding RNA (predicted) 	ncRNA	1	71030	71470
SPNCRNA.1370	SPNCRNA.1370	II	intergenic RNA (predicted) 	ncRNA	1	560462	561113
SPNCRNA.1371	SPBC354.08c-antisense-1	II	antisense RNA (predicted) 	ncRNA	1	561072	562378
SPNCRNA.1372	SPNCRNA.1372	II	intergenic RNA (predicted) 	ncRNA	-1	591798	592612
SPNCRNA.1373	SPBC839.03c-antisense-1	II	antisense RNA (predicted) 	ncRNA	1	599413	600456
SPNCRNA.1374	cta3-antisense-1	II	antisense RNA (predicted) 	ncRNA	-1	608000	611638
SPNCRNA.1375	SPNCRNA.1375	II	intergenic RNA (predicted) 	ncRNA	-1	625487	625917
SPNCRNA.1376	tef103-antisense-1	II	antisense RNA (predicted) 	ncRNA	1	626485	626809
SPNCRNA.1377	SPBC115.02c-antisense-1	II	antisense RNA (predicted) 	ncRNA	-1	637575	639965
SPNCRNA.1378	cbp6-antisense-1	II	antisense RNA (predicted), possible alternative UTR 	ncRNA	-1	643863	644853
SPNCRNA.1379	SPNCRNA.1379	II	intergenic RNA (predicted) 	ncRNA	1	672533	673656
SPNCRNA.138	SPNCRNA.138	I	non-coding RNA (predicted) 	ncRNA	1	79209	79317
SPNCRNA.1381	mfm3-antisense-1	II	antisense RNA (predicted) 	ncRNA	-1	700027	701807
SPNCRNA.1382	ubc4-antisense-1	II	antisense RNA (predicted) 	ncRNA	-1	714523	715767
SPNCRNA.1383	rud3-antisense-1	II	antisense RNA (predicted) 	ncRNA	-1	740133	741158
SPNCRNA.1384	SPNCRNA.1384	II	intergenic RNA (predicted), possible alternative UTR 	ncRNA	1	792137	793215
SPNCRNA.1385	SPNCRNA.1385	II	intergenic RNA (predicted), possible alternative UTR 	ncRNA	-1	812834	813724
SPNCRNA.1386	pdf1-antisense-1	II	antisense RNA (predicted) 	ncRNA	1	822239	823195
SPNCRNA.1387	SPNCRNA.1387	II	intergenic RNA (predicted) 	ncRNA	1	831085	832524
SPNCRNA.1389	SPNCRNA.1389	II	intergenic RNA (predicted) 	ncRNA	1	841331	842790
SPNCRNA.139	SPNCRNA.139	I	non-coding RNA (predicted) 	ncRNA	1	90868	91753
SPNCRNA.1390	SPNCRNA.1390	II	intergenic RNA (predicted) 	ncRNA	-1	841655	842563
SPNCRNA.1391	SPNCRNA.1391	II	antisense RNA (predicted) 	ncRNA	1	845324	846320
SPNCRNA.1392	SPNCRNA.1392	II	intergenic RNA (predicted), possible alternative UTR 	ncRNA	1	870338	871227
SPNCRNA.1393	SPBC713.03-antisense-1	II	antisense RNA (predicted) 	ncRNA	-1	870993	872235
SPNCRNA.1394	SPNCRNA.1394	II	intergenic RNA (predicted) 	ncRNA	-1	883967	884395
SPNCRNA.1395	SPBC713.13-antisense-1	II	antisense RNA (predicted) 	ncRNA	1	889339	891607
SPNCRNA.1396	psy2-antisense-1	II	antisense RNA (predicted) 	ncRNA	1	896715	897364
SPNCRNA.1397	mcp5-antisense-1	II	antisense RNA (predicted) 	ncRNA	-1	897892	901405
SPNCRNA.1398	SPBC646.03-antisense-1	II	antisense RNA (predicted) 	ncRNA	-1	926899	928892
SPNCRNA.1399	SPNCRNA.1399	II	intergenic RNA (predicted) 	ncRNA	1	948888	950045
SPNCRNA.14	prl14	I	antisense RNA (predicted) 	ncRNA	1	3190456	3191217
SPNCRNA.1400	SPNCRNA.1400	II	intergenic RNA (predicted) 	ncRNA	1	963076	963774
SPNCRNA.1401	mit1-antisense-1	II	antisense RNA (predicted) 	ncRNA	-1	982042	983573
SPNCRNA.1402	SPNCRNA.1402	II	intergenic RNA (predicted) 	ncRNA	1	991484	992571
SPNCRNA.1403	SPBC146.02-antisense-1	II	antisense RNA (predicted) 	ncRNA	-1	1000805	1001832
SPNCRNA.1404	fan1-antisense-1	II	antisense RNA (predicted) 	ncRNA	1	1010239	1011278
SPNCRNA.1405	prp2-antisense-1	II	antisense RNA (predicted) 	ncRNA	-1	1013315	1014054
SPNCRNA.1406	rhn1-antisense-1	II	antisense RNA (predicted) 	ncRNA	-1	1034934	1036091
SPNCRNA.1407	SPBC337.10c-antisense-1	II	antisense RNA (predicted), possible alternative UTR 	ncRNA	1	1048425	1049492
SPNCRNA.1408	SPBC1734.03-antisense-1	II	antisense RNA (predicted) 	ncRNA	-1	1063805	1066718
SPNCRNA.1409	SPNCRNA.1409	II	intergenic RNA (predicted) 	ncRNA	-1	1079941	1081342
SPNCRNA.141	SPNCRNA.141	I	non-coding RNA (predicted) 	ncRNA	1	175923	176736
SPNCRNA.1410	chs2-antisense-1	II	antisense RNA (predicted), possible alternative UTR 	ncRNA	-1	1094760	1096264
SPNCRNA.1411	cyp3-antisense-1	II	antisense RNA (predicted) 	ncRNA	1	1104134	1104949
SPNCRNA.1412	erg27-antisense-1	II	antisense RNA (predicted) 	ncRNA	-1	1110897	1112356
SPNCRNA.1413	cft2-antisense-1	II	antisense RNA (predicted), possible alternative UTR 	ncRNA	1	1127972	1130513
SPNCRNA.1414	SPBC1709.19c-antisense-1	II	antisense RNA (predicted), possible alternative UTR 	ncRNA	1	1136741	1137967
SPNCRNA.1415	SPNCRNA.1415	II	intergenic RNA (predicted) 	ncRNA	-1	1150424	1150863
SPNCRNA.1416	mis13-antisense-1	II	antisense RNA (predicted) 	ncRNA	1	1154473	1155774
SPNCRNA.1417	meu18-antisense-1	II	antisense RNA (predicted) 	ncRNA	-1	1158658	1160848
SPNCRNA.1418	mrps17-antisense-1	II	antisense RNA (predicted) 	ncRNA	1	1166826	1167420
SPNCRNA.1419	SPBC409.16c-antisense-1	II	antisense RNA (predicted) 	ncRNA	1	1168819	1169357
SPNCRNA.142	SPNCRNA.142	I	non-coding RNA (predicted) 	ncRNA	1	213841	214818
SPNCRNA.1420	SPNCRNA.1420	II	intergenic RNA (predicted) 	ncRNA	-1	1202211	1202992
SPNCRNA.1421	ppk3-antisense-1	II	antisense RNA (predicted) 	ncRNA	1	1212519	1216202
SPNCRNA.1422	SPBC651.02-antisense-1	II	antisense RNA (predicted) 	ncRNA	-1	1240147	1241248
SPNCRNA.1423	SPNCRNA.1423	II	intergenic RNA (predicted), possible alternative UTR 	ncRNA	-1	1264114	1264873
SPNCRNA.1424	SPNCRNA.1424	II	intergenic RNA (predicted) 	ncRNA	-1	1264952	1266264
SPNCRNA.1425	SPNCRNA.1425	II	intergenic RNA (predicted) 	ncRNA	-1	1266597	1267929
SPNCRNA.1426	SPNCRNA.1426	II	intergenic RNA (predicted), possible alternative UTR 	ncRNA	-1	1281401	1282254
SPNCRNA.1427	SPNCRNA.1427	II	intergenic RNA (predicted) 	ncRNA	1	1297699	1298710
SPNCRNA.1428	SPBC30B4.02c-antisense-1	II	antisense RNA (predicted) 	ncRNA	1	1301570	1304114
SPNCRNA.1429	SPBC30B4.06c-antisense-1	II	antisense RNA (predicted) 	ncRNA	1	1318125	1318834
SPNCRNA.143	SPNCRNA.143	I	non-coding RNA (predicted) 	ncRNA	1	236819	236928
SPNCRNA.1430	gpi13-antisense-1	II	antisense RNA (predicted) 	ncRNA	-1	1330705	1331267
SPNCRNA.1431	SPNCRNA.1431	II	intergenic RNA (predicted) 	ncRNA	1	1354306	1355953
SPNCRNA.1432	SPNCRNA.1432	II	intergenic RNA (predicted), possible alternative UTR 	ncRNA	-1	1363471	1364267
SPNCRNA.1433	SPNCRNA.1433	II	intergenic RNA (predicted) 	ncRNA	-1	1437140	1437858
SPNCRNA.1434	SPNCRNA.1434	II	antisense RNA (predicted) 	ncRNA	1	1449900	1450935
SPNCRNA.1435	mug93-antisense-1	II	antisense RNA (predicted) 	ncRNA	-1	1461561	1463725
SPNCRNA.1436	SPNCRNA.1436	II	intergenic RNA (predicted) 	ncRNA	-1	1467902	1468396
SPNCRNA.1437	SPNCRNA.1437	II	intergenic RNA (predicted), possible alternative UTR 	ncRNA	1	1489808	1490536
SPNCRNA.1438	cdc2-antisense-1	II	antisense RNA (predicted) 	ncRNA	-1	1499986	1500798
SPNCRNA.1439	lin1-antisense-1	II	antisense RNA (predicted) 	ncRNA	1	1525953	1527083
SPNCRNA.144	SPNCRNA.144	I	non-coding RNA (predicted) 	ncRNA	1	238509	238898
SPNCRNA.1440	SPBC83.12-antisense-1	II	antisense RNA (predicted) 	ncRNA	-1	1531916	1532931
SPNCRNA.1441	SPNCRNA.1441	II	intergenic RNA (predicted), possible alternative UTR 	ncRNA	1	1545428	1546254
SPNCRNA.1442	SPNCRNA.1442	II	intergenic RNA (predicted) 	ncRNA	1	1553509	1554385
SPNCRNA.1443	SPNCRNA.1443	II	intergenic RNA (predicted) 	ncRNA	1	1554843	1557638
SPNCRNA.1444	SPNCRNA.1444	II	intergenic RNA (predicted) 	ncRNA	-1	1557726	1558047
SPNCRNA.1445	SPBC27.01c-antisense-1	II	antisense RNA (predicted) 	ncRNA	1	1561334	1562309
SPNCRNA.1446	meu25-antisense-1	II	antisense RNA (predicted), possible alternative UTR 	ncRNA	-1	1563622	1565852
SPNCRNA.1447	uds1-antisense-1	II	antisense RNA (predicted) 	ncRNA	-1	1565961	1569530
SPNCRNA.1448	sua1-antisense-1	II	antisense RNA (predicted), possible alternative UTR 	ncRNA	1	1572366	1574375
SPNCRNA.1449	SPBC28F2.05c-antisense-1	II	antisense RNA (predicted) 	ncRNA	1	1578093	1579286
SPNCRNA.145	SPNCRNA.145	I	non-coding RNA (predicted) 	ncRNA	1	239730	240571
SPNCRNA.1450	ngg1-antisense-1	II	antisense RNA (predicted) 	ncRNA	1	1587684	1588850
SPNCRNA.1451	cdc28-antisense-1	II	antisense RNA (predicted) 	ncRNA	-1	1670520	1675238
SPNCRNA.1452	SPNCRNA.1452	II	intergenic RNA (predicted) 	ncRNA	1	1685386	1685983
SPNCRNA.1453	mug124-antisense-1	II	antisense RNA (predicted) 	ncRNA	1	1686427	1687926
SPNCRNA.1454	SPBC19C2.10-antisense-1	II	antisense RNA (predicted) 	ncRNA	-1	1695093	1696776
SPNCRNA.1455	SPNCRNA.1455	II	intergenic RNA (predicted), possible alternative UTR 	ncRNA	1	1712244	1712906
SPNCRNA.1456	cay1-antisense-1	II	antisense RNA (predicted) 	ncRNA	-1	1713002	1714577
SPNCRNA.1457	atf21-antisense-1	II	antisense RNA (predicted) 	ncRNA	-1	1721083	1724641
SPNCRNA.1458	SPNCRNA.1458	II	intergenic RNA (predicted) 	ncRNA	-1	1737874	1739062
SPNCRNA.1459	SPNCRNA.1459	II	intergenic RNA (predicted), possible alternative UTR 	ncRNA	-1	1742555	1744043
SPNCRNA.1460	SPNCRNA.1460	II	intergenic RNA (predicted) 	ncRNA	-1	1749626	1751043
SPNCRNA.1461	pfd1-antisense-1	II	antisense RNA (predicted) 	ncRNA	1	1756425	1757286
SPNCRNA.1462	SPNCRNA.1462	II	antisense RNA (predicted) 	ncRNA	-1	1771650	1773433
SPNCRNA.1463	SPNCRNA.1463	II	intergenic RNA (predicted) 	ncRNA	-1	1776955	1778833
SPNCRNA.1464	SPNCRNA.1464	II	intergenic RNA (predicted) 	ncRNA	-1	1792853	1793729
SPNCRNA.1465	rps1601-antisense-1	II	antisense RNA (predicted) 	ncRNA	-1	1793809	1794860
SPNCRNA.1466	SPNCRNA.1466	II	intergenic RNA (predicted) 	ncRNA	-1	1810676	1812297
SPNCRNA.1467	mdl1-antisense-1	II	antisense RNA (predicted), possible alternative UTR 	ncRNA	1	1828226	1831124
SPNCRNA.1468	SPNCRNA.1468	II	antisense RNA (predicted) 	ncRNA	1	1834618	1835635
SPNCRNA.1469	SPBC28E12.02-antisense-1	II	antisense RNA (predicted) 	ncRNA	-1	1835725	1839359
SPNCRNA.147	SPNCRNA.147	I	non-coding RNA (predicted) 	ncRNA	1	135569	135926
SPNCRNA.1470	ser2-antisense-1	II	antisense RNA (predicted) 	ncRNA	-1	1869993	1871082
SPNCRNA.1471	pof9-antisense-1	II	antisense RNA (predicted) 	ncRNA	-1	1871696	1873777
SPNCRNA.1472	SPNCRNA.1472	II	intergenic RNA (predicted) 	ncRNA	1	1877295	1878080
SPNCRNA.1473	spo14-antisense-1	II	antisense RNA (predicted) 	ncRNA	1	1888087	1891429
SPNCRNA.1474	SPNCRNA.1474	II	intergenic RNA (predicted) 	ncRNA	1	1891572	1892648
SPNCRNA.1475	tra1-antisense-1	II	antisense RNA (predicted), possible alternative UTR 	ncRNA	1	1904423	1905778
SPNCRNA.1476	mcp4-antisense-1	II	antisense RNA (predicted), possible alternative UTR 	ncRNA	-1	1928623	1930472
SPNCRNA.1477	SPNCRNA.1477	II	intergenic RNA (predicted) 	ncRNA	1	1938749	1939319
SPNCRNA.1478	pab2-antisense-1	II	antisense RNA (predicted) 	ncRNA	1	1940059	1941445
SPNCRNA.1479	SPNCRNA.1479	II	intergenic RNA (predicted), possible alternative UTR 	ncRNA	-1	1940770	1942390
SPNCRNA.148	SPNCRNA.148	I	non-coding RNA (predicted) 	ncRNA	1	294010	294228
SPNCRNA.1480	SPBC16E9.20-antisense-1	II	antisense RNA (predicted) 	ncRNA	-1	1951122	1951972
SPNCRNA.1481	rem1-antisense-1	II	antisense RNA (predicted), possible alternative UTR 	ncRNA	1	1952767	1955702
SPNCRNA.1482	SPNCRNA.1482	II	intergenic RNA (predicted) 	ncRNA	1	2021269	2022034
SPNCRNA.1483	SPNCRNA.1483	II	intergenic RNA (predicted) 	ncRNA	1	2044062	2045213
SPNCRNA.1484	pdp1-antisense-1	II	antisense RNA (predicted) 	ncRNA	1	2060778	2062436
SPNCRNA.1485	SPNCRNA.1485	II	antisense RNA (predicted) 	ncRNA	-1	2091791	2092358
SPNCRNA.1487	mag2-antisense-1	II	antisense RNA (predicted) 	ncRNA	-1	2120212	2121384
SPNCRNA.1488	SPBC23G7.13c-antisense-1	II	antisense RNA (predicted) 	ncRNA	1	2123317	2125438
SPNCRNA.1489	aim27-antisense-1	II	antisense RNA (predicted) 	ncRNA	-1	2137529	2139540
SPNCRNA.1490	SPNCRNA.1490	II	intergenic RNA (predicted) 	ncRNA	-1	2145545	2145829
SPNCRNA.1491	SPNCRNA.1491	II	antisense RNA (predicted) 	ncRNA	-1	2163936	2167085
SPNCRNA.1492	rct1-antisense-1	II	antisense RNA (predicted), possible alternative UTR 	ncRNA	-1	2178059	2179406
SPNCRNA.1493	SPNCRNA.1493	II	intergenic RNA (predicted) 	ncRNA	-1	2186564	2187406
SPNCRNA.1494	meu17-antisense-1	II	antisense RNA (predicted), possible alternative UTR 	ncRNA	1	2211869	2213695
SPNCRNA.1495	cdc18-antisense-1	II	antisense RNA (predicted) 	ncRNA	1	2217261	2218094
SPNCRNA.1496	SPNCRNA.1496	II	intergenic RNA (predicted) 	ncRNA	-1	2224155	2224828
SPNCRNA.1497	SPNCRNA.1497	II	intergenic RNA (predicted) 	ncRNA	-1	2229637	2230156
SPNCRNA.1498	SPBC15C4.04c-antisense-1	II	antisense RNA (predicted) 	ncRNA	1	2243874	2245657
SPNCRNA.1499	SPNCRNA.1499	II	intergenic RNA (predicted) 	ncRNA	1	2265286	2265818
SPNCRNA.15	prl15	II	antisense RNA (predicted) 	ncRNA	-1	1329046	1329760
SPNCRNA.1500	his5-antisense-1	II	antisense RNA (predicted) 	ncRNA	1	2266290	2267665
SPNCRNA.1501	SPNCRNA.1501	II	intergenic RNA (predicted), possible alternative UTR 	ncRNA	1	2300661	2303704
SPNCRNA.1502	SPNCRNA.1502	II	intergenic RNA (predicted) 	ncRNA	1	2319348	2319746
SPNCRNA.1503	SPNCRNA.1503	II	antisense RNA (predicted) 	ncRNA	-1	2327472	2330741
SPNCRNA.1504	SPNCRNA.1504	II	intergenic RNA (predicted), possible alternative UTR 	ncRNA	1	2328687	2329696
SPNCRNA.1505	SPBC24C6.09c-antisense-1	II	antisense RNA (predicted) 	ncRNA	1	2335158	2337882
SPNCRNA.1506	SPNCRNA.1506	II	intergenic RNA (predicted) 	ncRNA	1	2339630	2340238
SPNCRNA.1507	ulp1-antisense-1	II	antisense RNA (predicted) 	ncRNA	-1	2366962	2367928
SPNCRNA.1508	iws1-antisense-1	II	antisense RNA (predicted) 	ncRNA	-1	2380550	2382306
SPNCRNA.1509	SPNCRNA.1509	II	intergenic RNA (predicted), possible alternative UTR 	ncRNA	-1	2395573	2396485
SPNCRNA.1510	SPNCRNA.1510	II	intergenic RNA (predicted), possible alternative UTR 	ncRNA	-1	2411417	2412526
SPNCRNA.1511	SPNCRNA.1511	II	intergenic RNA (predicted) 	ncRNA	-1	2416379	2416742
SPNCRNA.1512	pvg3-antisense-1	II	antisense RNA (predicted) 	ncRNA	1	2417501	2418682
SPNCRNA.1513	ucp3-antisense-1	II	antisense RNA (predicted) 	ncRNA	-1	2438665	2439695
SPNCRNA.1514	fnx1-antisense-1	II	antisense RNA (predicted) 	ncRNA	-1	2444131	2444830
SPNCRNA.1515	SPBC12C2.11-antisense-1	II	antisense RNA (predicted) 	ncRNA	1	2449774	2450647
SPNCRNA.1516	SPNCRNA.1516	II	intergenic RNA (predicted), possible alternative UTR 	ncRNA	1	2461903	2463113
SPNCRNA.1517	srm1-antisense-1	II	antisense RNA (predicted), possible alternative UTR 	ncRNA	-1	2462782	2464335
SPNCRNA.1518	bzz1-antisense-1	II	antisense RNA (predicted), possible alternative UTR 	ncRNA	-1	2465985	2468003
SPNCRNA.1519	SPNCRNA.1519	II	intergenic RNA (predicted) 	ncRNA	-1	2485484	2486494
SPNCRNA.1520	pim1-antisense-1	II	antisense RNA (predicted), possible alternative UTR 	ncRNA	1	2488718	2491866
SPNCRNA.1521	SPNCRNA.1521	II	intergenic RNA (predicted), possible alternative UTR 	ncRNA	-1	2491067	2492032
SPNCRNA.1522	SPNCRNA.1522	II	intergenic RNA (predicted) 	ncRNA	-1	2499101	2499784
SPNCRNA.1523	SPBC365.11-antisense-1	II	antisense RNA (predicted), possible alternative UTR 	ncRNA	-1	2515001	2516186
SPNCRNA.1524	SPNCRNA.1524	II	intergenic RNA (predicted) 	ncRNA	-1	2526379	2529466
SPNCRNA.1525	psm1-antisense-1	II	antisense RNA (predicted) 	ncRNA	-1	2543249	2544500
SPNCRNA.1526	exo1-antisense-1	II	antisense RNA (predicted) 	ncRNA	-1	2545090	2546359
SPNCRNA.1527	SPNCRNA.1527	II	intergenic RNA (predicted), possible alternative UTR 	ncRNA	1	2552926	2553784
SPNCRNA.1528	tri1-antisense-1	II	antisense RNA (predicted) 	ncRNA	1	2555739	2556917
SPNCRNA.1529	orc1-antisense-1	II	antisense RNA (predicted) 	ncRNA	-1	2571145	2573169
SPNCRNA.1530	SPNCRNA.1530	II	intergenic RNA (predicted) 	ncRNA	-1	2580400	2581182
SPNCRNA.1531	SPNCRNA.1531	II	intergenic RNA (predicted), possible alternative UTR 	ncRNA	1	2584028	2586436
SPNCRNA.1532	SPNCRNA.1532	II	intergenic RNA (predicted) 	ncRNA	-1	2584771	2586312
SPNCRNA.1533	SPNCRNA.1533	II	intergenic RNA (predicted), possible alternative UTR 	ncRNA	-1	2600790	2602096
SPNCRNA.1534	SPNCRNA.1534	II	intergenic RNA (predicted), possible alternative UTR 	ncRNA	1	2601158	2601839
SPNCRNA.1535	mfg1-antisense-1	II	antisense RNA (predicted) 	ncRNA	1	2605104	2605868
SPNCRNA.1536	SPNCRNA.1536	II	intergenic RNA (predicted), possible alternative UTR 	ncRNA	-1	2610660	2611329
SPNCRNA.1537	SPBC6B1.03c-antisense-1	II	antisense RNA (predicted) 	ncRNA	1	2631003	2632280
SPNCRNA.1538	ubp14-antisense-1	II	antisense RNA (predicted) 	ncRNA	1	2637176	2640172
SPNCRNA.1539	prp1-antisense-1	II	antisense RNA (predicted) 	ncRNA	-1	2641751	2643255
SPNCRNA.154	SPNCRNA.154	I	non-coding RNA (predicted) 	ncRNA	1	555300	556109
SPNCRNA.1540	SPNCRNA.1540	II	intergenic RNA (predicted) 	ncRNA	-1	2659605	2660100
SPNCRNA.1541	SPNCRNA.1541	II	intergenic RNA (predicted) 	ncRNA	1	2661608	2662564
SPNCRNA.1542	SPBC3E7.04c-antisense-1	II	antisense RNA (predicted) 	ncRNA	1	2662500	2665063
SPNCRNA.1543	SPBC3E7.09-antisense-1	II	antisense RNA (predicted), possible alternative UTR 	ncRNA	-1	2677219	2678765
SPNCRNA.1544	syf2-antisense-1	II	antisense RNA (predicted), possible alternative UTR 	ncRNA	1	2683994	2685662
SPNCRNA.1545	swi10-antisense-1	II	antisense RNA (predicted) 	ncRNA	1	2719716	2720622
SPNCRNA.1546	sfc3-antisense-1	II	antisense RNA (predicted) 	ncRNA	-1	2750684	2754656
SPNCRNA.1547	SPNCRNA.1547	II	intergenic RNA (predicted) 	ncRNA	1	2764131	2764352
SPNCRNA.1548	SPBC336.13c-antisense-1	II	antisense RNA (predicted) 	ncRNA	1	2764286	2765303
SPNCRNA.1549	SPNCRNA.1549	II	intergenic RNA (predicted) 	ncRNA	1	2789715	2790257
SPNCRNA.155	SPNCRNA.155	I	non-coding RNA (predicted) 	ncRNA	1	577199	578150
SPNCRNA.1550	SPNCRNA.1550	II	intergenic RNA (predicted), possible alternative UTR 	ncRNA	1	2805984	2807593
SPNCRNA.1551	SPNCRNA.1551	II	intergenic RNA (predicted), possible alternative UTR 	ncRNA	1	2809083	2809873
SPNCRNA.1552	tfb5-antisense-1	II	antisense RNA (predicted) 	ncRNA	-1	2809509	2810368
SPNCRNA.1553	SPNCRNA.1553	II	intergenic RNA (predicted) 	ncRNA	1	2826631	2828674
